;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106
Griotgreg-2009AcuraTLSHAWD834.wav;63.72814567884882;64.88098110746397;70.76549504955456;71.80364196857823;76.6000667946799;70.1830374617036;70.6702718498076;69.87553921383768;70.78381764850843;69.41566615021976;70.06969550669473;65.42007418012489;60.811704127323374;74.93828683532921;62.80262391390584;66.14800840984394;69.17862654916344;63.935391638450476;73.85031967723103;67.91680926871773;65.62732154611709;68.86216345916299;64.64341725647981;76.81968798164728;75.28022498489196;66.51627257463123;76.05719322064513;70.04248327254804;58.601216996405896;62.879910979674534;69.6962500906183;63.27057834578402;65.65631397920933;67.54167006861027;66.21601090107424;65.67165352020767;71.21827509124996;68.01821617750817;68.90528182473464;70.93615702650504;73.08913906991158;79.32431845506179;68.0029357457698;66.75389081836789;58.48893219734374;76.37032691519103;66.87323806058994;65.80276577370464;71.75502284633856;70.06295997003251;72.81096597592467;72.00589810389883;74.58375805818488;64.18121723324796;67.97616536720224;71.80364196857823;71.9425053558695;70.22058403829303;67.89737986118465;74.90723503763094;54.602941116885056;76.65402665341429;68.73100836150776;64.89735020023126;60.8553149163423;61.08000386178377;59.91386638339428;70.76444520318333;62.65843457939013;66.85162480433225;59.779817361910794;61.67920359423399;70.15681010631688;71.07049292096082;71.05926326284354;66.3004862576433;65.50676738027208;67.2040155628104;67.96217258436026;65.10048753621211;69.25904236188663;66.35220449704285;70.50521741701472;62.16988472289999;62.32886656565565;60.52979869598405;67.58260632121004;68.58508349815055;65.50676738027208;73.49455721823843;66.84876025591069;64.30727439791676;73.36267609693616;61.42378180246972;57.77887089249806;74.37637164131856;63.28772965927216;71.24680185449876;70.3406613148759;69.40236995765375;62.451103175894026;67.71488994272288;74.6347868119801;80.12704116513989;71.8887012287584;73.22388975346377;68.77569778490233
Griotgreg-2009VWTOUAREGTDI665.wav;72.86753774923464;76.58642755849705;66.8114973681529;64.61324492135003;67.45340836113526;69.9292323374341;70.60125595584266;57.80233967728006;72.34192949738605;71.3534671782854;61.83981192821639;67.5967511539539;72.46829506461441;64.79806572936334;67.06918984836544;70.44371710579838;69.58028504149375;64.6500871391967;70.88900963919903;70.74306728111485;58.13043398755805;66.32504197828851;69.61642962720884;68.08518989031427;67.57272470981403;70.25383721245508;69.56449320405221;70.18450788872615;70.72479255963752;72.55831567878423;68.098126898704;66.46439729497132;75.21644606686131;69.01714958143751;61.34202146335066;74.0471880084984;74.660670751984;64.8472287932208;62.60071692059206;64.22368042855084;69.08868158012507;66.04264096812842;70.13699639044044;72.57858545195401;68.98046361428027;68.42200917040573;78.04889096014449;66.09544106115757;69.54331584145321;57.38489273367364;68.37227297898086;71.42590058525418;70.24615534667092;68.81137994169553;70.99776818507468;58.465169024356605;76.29888734978336;70.6568072783388;72.99092060839197;68.0665959922658;68.03353538634893;70.06374736079279;69.39599454544918;77.63724562459046;67.86457238938422;55.08205753772537;53.676037039812336;58.33388860610596;56.43350735171883;75.13334908811277;78.87059855825048;67.10405090515118;68.30334992873507;75.89870971058689;72.48078095669412;58.692388345561454;70.02114001810115;69.39925821330962;70.90644016693746;69.99272408451567;69.10505103976949;64.53013008078774;71.26291713818658;71.64219047971456;70.5056875488532;77.38162204681291;59.31546094025377;73.6948468462799;76.49362477779476;67.83153072950797;63.724408420582826;68.48398322595362;70.66831407855226;67.01067941639505;69.77786271013476;72.9281679845345;70.79026860478935;68.12829413814585;73.55828431271689;65.73862473356824;69.31021920143975;67.66717008279142;68.65709482610461;70.01474570000683;69.42426499812267;77.84788727756316;70.6871315543656
Griotgreg-2010LexysHS250h753.wav;65.28525645178316;71.69703574372029;61.85849298899258;67.00576876738779;66.04589914002966;71.54987411598994;69.72361091698073;68.9506169128961;70.99100286794666;62.68856532878825;56.118533576424234;69.55173847762802;66.55271177494755;76.02118831590724;77.11100188491174;58.534211057457604;60.70676478138086;66.95759451458379;57.801908182375314;59.57789698099524;50.83842350782127;61.55025537388077;65.51098969754965;66.99544159746411;63.742067982973445;66.66692034413953;74.01732815002553;72.4117908677137;60.85207398400241;66.49824221268646;74.1402726732003;65.77835758401406;78.61915221405405;72.2305666389631;64.63731176939109;72.77669813452509;60.50438966188176;69.29976257314766;68.36912268757166;64.13995631924656;65.82710722049525;64.77063805565118;56.553087787024616;65.17341984563868;65.5075433765323;67.424404530406;62.072043634708656;71.17914765158052;60.78015720357954;76.10711474067026;69.74513359136319;64.79616199024012;65.30619117725949;70.33180882038846;68.65609331379844;74.49039104951179;71.29020668330945;63.76304718303398;72.23156371711497;61.33998157329423;60.95718120860856;57.35403866786539;65.57513101174997;73.44620591621286;68.0050376237586;58.046169046807314;65.73378779986535;64.83526537752644;67.06434203940145;66.9924985979888;69.42921454930023;65.45929165991218;62.42459358554608;66.23245664124703;68.81217901244992;65.33824643264101;63.23654737014952;69.74840120938828;70.3949191442241;66.04706927237294;65.8301177476049;68.43563345575892;47.64014616391994;64.77559706258646;74.11344912195194;69.97937740268702;63.39186812027115;54.721507200661236;65.92115857386715;72.73277266651834;66.16460498964096;66.32443530118454;66.11516957729692;62.546655158467836;74.48419285824531;54.164712936159354;60.08924865008616;64.67960723944601;67.55161082937903;71.65555706317176;74.29439659824583;60.69911955066108;64.23994661744246;67.01229619064053;68.59698539940952;67.92589049867668;62.86196888934067
Griotgreg-BentleyContientalGT224.wav;60.95997800998441;52.070535932326045;64.86691700080705;62.17430731035767;59.042815313587816;63.41274230761547;53.921358991645626;62.83057470854616;59.89231101071377;62.07037220666848;57.129839919920954;59.43627695700956;58.12587640725743;64.5942458805159;49.39694092478733;65.36601159338358;59.77400059660287;61.5107964291516;59.0011557105844;48.63098945567166;66.97495130424998;45.009502404271544;71.7909910244079;43.071658447074576;63.3552729871914;63.36116265844536;44.71211629725529;44.17603590004231;52.070535932326045;66.98152234561941;54.49091773183454;52.696060000898036;61.634134748861364;60.98988396311061;58.481960060259965;64.57011600277268;75.33375576427588;59.640527400607716;58.69170158402938;63.42546947189195;61.219643022734694;62.903570714408914;61.92754946936082;61.98822672581527;63.118211995410995;60.252444053057204;59.149730364382066;53.45992147268079;59.46183100725171;34.97689195201347;56.77441749135938;64.88963510585977;49.57322284888482;41.48010129597359;62.53416427206969;52.199708127534485;65.42971272095491;64.08346954270525;55.08564066159879;56.35210491997984;59.94406009386378;56.078784575539416;61.925877557758234;61.406343411620405;61.09833912318993;58.9989159737481;73.61820755997418;59.63269409476939;55.30432279618423;59.77066007642012;63.52965865309124;43.000833948335725;60.008614614538246;61.85654940547417;55.54516943481697;52.50104370045463;61.45326151191302;58.79633280788269;62.90775311665414;59.27323935201367;43.93467592982452;64.04232686380071;56.35594118328031;42.082974412673906;58.002329474066606;58.56783841449041;59.85817245135736;61.428690266395535;61.18599609346737;59.851918142835615;42.5447440019698;76.23832250088853;62.14222467542572;62.943891102596154;58.828987716113865;58.77201803512208;34.97689195201347;60.607783159076476;58.01139171461922;48.431607294879626;58.60670344734949;47.02278732371187;64.35082901176818;47.48867824957539;55.65908629240941;55.28918745749511;58.35003908672618
Griotgreg-HondaInsight305.wav;60.86371966764263;66.98235075748552;62.99053587659964;71.07977033579603;64.28734155294879;73.0511658214693;74.86791927276242;72.09631099618409;70.20214767088913;68.58383469748532;54.79395220957736;65.31794574070771;60.63694087888095;46.61717195071106;72.9240055814335;67.26512273266567;74.49803446920922;67.1217432177436;76.75967907570795;58.98369784600277;60.989279562062876;57.0240228841254;65.14380727395555;60.487429020111804;66.31435929025587;66.52856582724746;67.08209058248877;79.32058873612422;64.26528187244126;71.47013560886711;63.44820767788988;67.45707879837968;73.65374116148168;70.77122617142119;74.16431537531139;69.38745055666665;68.37271422421024;65.84049439193856;57.505258590536066;66.17572380693707;49.8746837861097;58.17662642501193;80.72645679267633;67.34690392858803;60.520615153999046;61.275037118924395;77.91611615397719;65.43642479192316;56.00222300876238;63.7772452039064;59.57799306472977;73.23037700933303;67.80540425989433;74.7674717186162;66.34986590441385;66.89862043615663;76.69287035715303;67.36528762077687;68.57132438946307;58.42126744228506;73.58596702427506;67.70710198801217;72.50288621036975;74.68114735681596;64.5943872546289;41.765434069161174;64.16390988532721;66.89555976781868;54.80132942665183;69.67750771052187;71.32605372338881;65.33776872803674;68.64367119414065;58.90580080120683;70.73938632700809;49.165140199650864;79.0819978098367;67.87295257676621;67.36009079331252;64.76390553110768;70.50180248346047;71.47013560886711;64.41076187111243;61.52963041428533;66.9889003323526;63.045010241821075;69.77730579698623;70.83286972844479;60.32503764922031;51.54114468516572;54.190216397603535;57.07928343539863;64.70326766779856;66.47816642403374;60.393940266124396;71.54692817542015;65.9040122734048;66.84095606774541;48.842043492255556;68.8677446213512;65.32735002709688;67.5176338473781;72.77863900453885;65.17628882022221;55.36610388550869;65.36690888098711;72.15030822545125
Griotgreg-NissanAltimaCoupe487.wav;59.77451742659696;66.6933685838005;66.42223885037326;63.566695427601225;55.325109545640935;64.7261606718034;55.16420065398253;60.09842266419916;60.382856723895564;59.44867284079339;59.475047702541445;59.85640207354347;58.90498760212949;66.60685186699143;61.12393580909422;66.85228160891681;53.77885157462762;70.52092714290228;54.68303518996818;64.10199837609731;55.57212231121374;60.119403497834696;63.81114935243884;62.10517900583035;57.89292760933533;47.28805858692038;57.767579758338144;61.68055073291876;60.074790426509516;63.2677524246504;49.487236364362914;62.52515277780909;59.59723869537226;59.35677735644297;63.240845434602846;55.98188843266211;48.15564533934208;63.65175527126107;66.3341461102012;49.16467418917148;57.3889507095487;62.156226752463745;57.411937166638474;56.72578508536457;54.29698146589028;74.76844629882741;71.64308159452622;59.246457244762915;61.372847566560765;55.32520538014334;44.73293708952372;59.02793383938941;53.88176928480076;57.507569507719765;57.478794177718555;72.37339084455046;54.75067297265216;46.075649754471755;57.14809157556142;63.62521514777583;65.88777399746438;63.17979520694211;58.33171072962093;58.35088189745472;62.34606321478182;55.089472325291645;63.853280569493286;58.54665711173531;51.17324680156541;50.262009581483476;54.982072321546454;57.89099064265766;42.3308233512385;60.08212924837973;62.79175428908454;44.3337423908439;61.39903479995323;62.021914158452155;75.91048118425239;61.70542894908714;56.192368917673114;48.451439474257654;55.12474394366882;40.20883019049115;56.59495835987319;71.40970794023396;68.49332811804314;58.60857745433954;57.472899696530156;60.78085923380129;52.659185935847745;69.18881616198061;60.25779006953396;64.41484259630289;59.34736819583092;64.60046730886445;61.75836196211346;60.2857699318467;62.57798994870022;59.476662032973856;52.626108813221464;59.79655052744826;57.623893067113876;60.62458897201611;63.392329583998254;67.06169772390719;53.41263795900893
Griotgreg-TheVeggieCar998.wav;60.07942291935201;58.10725577986632;66.05875246598484;67.33617342952178;61.141586510245126;65.32897314242172;63.41701206684143;60.202584223887165;66.84582158225378;72.82755581118212;60.89671392499651;65.81143742991;68.56469826693434;64.46155078060289;62.633045798550334;55.112957264493325;62.858577551636614;59.67576535408271;63.23276811755781;62.54565770350996;60.843675675705036;72.01177655402515;66.4639203831362;65.05209543115235;52.85358467364265;58.832200982520376;57.151158892757586;66.1727806299272;64.64455679183892;62.44889172146815;61.64023816907704;73.70396487803788;70.73096596130705;64.15898868547865;58.674324501967995;75.60861441072794;59.49580711715812;66.58326073841523;65.7225668433966;58.34462619098998;69.34454372763568;68.2636346671596;60.92420641172091;65.5273195135104;55.19069100769813;61.87902397678339;66.55527833756477;64.22879017793085;62.999046313370094;72.11977276423663;58.34036005174197;65.27933247911433;72.12215042034855;64.80987898869836;61.93584809342475;62.23049042906368;71.12427206225324;66.02149749379966;60.46045852679148;66.12397235828797;68.69889551654244;66.2884539131732;70.5784238769508;58.43215428993501;62.858577551636614;66.44346003479095;64.27513645263456;68.65691605379062;53.91787313681596;65.85856291582286;64.8523648514928;57.243339316150916;59.47703422110415;59.913591319108605;64.83258590564947;63.57625953374933;64.00487505144743;64.48570335955007;53.75553216991511;53.925693704482214;63.34307836768192;69.18632201972785;65.77091673730165;60.19490666003957;55.35774337975387;66.26430932990462;69.25153108546895;55.304023996358445;74.66798654430781;68.38390301076434;60.80867323097815;62.228171707056454;57.98750528363738;53.667457864471295;59.85849765939163;60.303973976481394;67.67075173336475;62.01023826429908;63.78654773105761;60.288203293145905;52.67814203605553;61.28119821631268;62.44908852803662;57.991904588342535;45.081889376937305;63.84305327823266;62.52459799173364
Rmc-BusLaneWithParkingSpaces977.wav;69.75528341413163;70.55540810199477;69.40034052972132;71.59880759399927;69.10670701842102;68.55586714882102;68.35129119770235;68.35129119770235;68.7559604012658;68.44766208673697;68.4440839802549;77.20856962455159;70.75377700940243;69.81707939515361;29.872729688427487;73.03264322493652;71.50389865330386;71.50389865330386;71.6867188505833;74.05373421481391;71.50389865330386;70.03074497605517;71.90057515746518;71.59880759399927;72.17203269692958;72.27768884087291;70.67746083757251;69.10670701842102;73.57804880742773;71.50389865330386;71.98849303725609;73.03264322493652;71.04891383030237;71.6867188505833;72.57936856147994;72.60561869683151;29.872729688427487;77.20856962455159;70.39900728304741;69.94774181497081;71.12443467910256;69.2501993552443;69.94774181497081;72.68362738560843;71.6867188505833;70.51927046733734;69.51426704370608;69.35867071594731;69.2828734351691;74.58627273789446;70.39900728304741;72.92691504447382;69.77264218041219;71.4087827677922;73.03264322493652;68.40982462477363;71.73612913680631;69.94774181497081;69.51426704370608;70.46967087586053;70.73360759416707;74.58627273789446;70.19622699925779;66.46576865178221;69.18693424017302;77.20856962455159;72.97232679541577;68.91779654788394;69.81707939515361;71.50389865330386;69.77264218041219;70.92940945300514;39.28381951318621;72.18113762281904;73.19615360799695;68.4440839802549;71.6867188505833;70.92940945300514;70.20268418978371;70.75377700940243;70.92940945300514;69.13155752468636;70.4796012317721;70.46967087586053;70.19622699925779;69.10670701842102;71.1267776060904;71.99368999248553;71.50389865330386;70.51431851412183;68.55586714882102;68.83509543541408;70.51927046733734;70.37125791556295;69.82251614141211;51.89172252292226;69.75528341413163;71.04891383030237;69.40034052972132;71.5713144896729;68.83686977784951;72.28164252527652;70.45286246405267;70.02522016503984;70.98995105156133;69.82251614141211;70.73360759416707
ChefsLine-IsraeliCouscous910.wav;60.496210558035344;52.53061862339705;58.91762261871419;59.43467374111806;61.50013031702926;56.962615858798905;57.37610576390607;59.725367135681495;62.87851744582315;60.54652278067876;55.180711942674755;59.612658793778984;58.6026558560827;58.400465660462174;59.69004559621147;56.64592799376329;30.362000986367164;58.38261372819648;57.9193203354163;61.205139015120565;47.18312164850283;60.6580136410576;60.68475872660856;42.78332950510596;62.61400260550492;30.362000986367164;58.18564047494648;60.736313309401105;63.3553471905738;62.93912612375636;59.79110157908258;44.84386220265385;61.50013031702926;52.27496527326864;55.159168320779976;59.591795125491814;54.174541722314544;59.80965183717696;57.15916582240483;55.62779841412715;55.76966613545646;62.917241922551085;57.612975851168;54.822880930924995;59.086182786040254;53.17139472414681;58.87269748397049;59.483032544355886;55.80887866007688;60.82512868764204;58.45427849120297;51.90616204617069;49.03598857731384;46.807886709770436;61.96356613585967;59.65177513158827;61.666689548696745;50.43736472353522;62.60284870092935;30.362000986367164;49.05192036777632;53.43721799766873;59.915464360287494;56.013432010471156;65.2044187459393;57.41664634194178;59.14734718730434;54.30228263658297;49.454066538475075;59.29390384250671;59.76467996594754;61.23486580479282;58.504158163269786;47.80435032646738;48.2102877733445;61.71738280497592;61.41522726084188;51.56163272299759;59.21131168039936;46.11071231287485;30.362000986367164;57.30817876227843;60.52498647398428;62.858811422458395;52.65940813251669;64.59380570343073;52.09755580439108;46.13439357722726;44.62411604904319;52.3822352125957;48.40971293640275;43.3887699267525;64.58494222790154;51.72066372305749;62.13926264480685;52.97179216366137;51.13977316955845;45.703768418323506;63.74014258741004;56.5483642598889;54.581956300147034;52.4525953458993;51.341752991206086;51.61829084233332;49.14137797165465;55.76886315323709;65.26093770618627
ChefsLine-KansasCityBarbecueSauce196.wav;28.16054542168472;60.083958344227234;60.291966709401905;56.90146092703623;58.58508993619962;58.98297173770493;61.093010536792654;28.16054542168472;50.379893304274944;56.98370455294371;59.71871362700495;60.16183039218001;60.202212468134775;54.48453815984412;59.24529570542951;62.253425998551144;48.57589318725278;57.60336548327198;56.620575885730055;63.017733033578445;59.06017667203583;51.19195695504149;63.05732191003555;47.22844193224059;28.16054542168472;53.146604938664645;49.19939463521408;57.31856728249694;65.29028306298467;62.282558152926306;60.15149844410199;51.93984594112609;28.16054542168472;59.24259450804955;50.5069468001904;49.414218650851154;44.59949138539027;49.52866916238438;57.6170892727782;55.69517197374588;56.08537667005657;45.85234587249037;62.08853189437975;50.346717718602584;60.99910180998549;57.46770641042885;48.88150370088586;44.86496632780843;49.565811755710605;61.28793034507998;62.22182097901085;56.50693556043024;52.061671826227894;57.94143284185444;57.34392819378506;46.67216144059028;52.16249060313792;60.04701107315099;51.150572494053954;47.99752662886325;49.606068205718074;46.89172867726212;65.62110123168085;58.1321775178206;47.338404432870774;64.16890243999762;46.944604740395306;53.13377863360322;48.805997677235744;62.03911218272536;46.46543904508189;58.144036261556;62.8699630890658;46.71369018410018;49.49438161374649;49.003339616544714;52.46034759164197;50.853190034340166;51.39204386153435;50.13652840399331;45.181518666035785;53.00461225961408;59.56223418582557;28.16054542168472;54.66516583634836;58.55020823724354;63.66670604635558;55.93730733125952;48.3670536761899;57.64437383726825;65.00070577791212;55.04091609751997;59.70265182637505;49.65927757644445;57.44067821426035;57.171286711292545;64.06260674945493;48.33829190728398;59.71756602695955;61.0331531733835;52.088119520882785;49.41272257322522;56.5857791929359;49.69055855976334;60.45361959841295;60.860655179382;57.14328949353564
